,Title,Developer(s),Publisher(s),Release date,Release date,Release date,Ref.
,Title,Developer(s),Publisher(s),Japan,North America,PAL region,Ref.
762,Liberty or Death•Dokuritsu Sensou: Liberty or DeathJP,Koei,Koei,"March 18, 1994",April 1994,Unreleased,
763,Libble Rabble,Namco,Namco,"September 22, 1994",Unreleased,Unreleased,
764,Light Fantasy,Advance Communication Company,Tonkin House,"July 3, 1992",Unreleased,Unreleased,
765,Light Fantasy II,,Tonkin House,"October 27, 1995",Unreleased,Unreleased,
766,The Lion King,Westwood Studios,Virgin Interactive,"December 9, 1994","December 8, 1994","December 8, 1994",
767,Little Magic,,Altron,"December 24, 1993",Unreleased,Cancelled,
768,Little Master: Nijiiro no Maseki,Tokuma Shoten,Tokuma Shoten,"June 30, 1995",Unreleased,Unreleased,
769,Live A Live,Square,Square,"September 2, 1994",Unreleased,Unreleased,
770,Lock On•Super Air DiverEU,Copya System,Vic Tokai,"July 16, 1993",October 1993,1993,
771,Lode Runner Twin: Justy to Liberty no Daibouken,,T&E Soft,"July 29, 1994",Unreleased,Unreleased,
772,Lodoss Tou Senki: Record of Lodoss War,Thinking Rabbit,Kadokawa Shoten,"December 22, 1995",Unreleased,Unreleased,
773,Logos Panic,Kan's,Yutaka,"November 17, 1995",Unreleased,Unreleased,
774,Looney Tunes B-Ball•Looney Tunes BasketballEU,Sculptured Software,Sunsoft,Unreleased,February 1995,May 1995,
775,Lord Monarch,AIM,Epoch Co.,"October 9, 1992",Unreleased,Unreleased,
776,The Lost Vikings•Viking no DaimeiwakuJP,Silicon & Synapse,Interplay Entertainment,"October 8, 1993","April 29, 1993",1993,
777,The Lost Vikings 2,Blizzard Entertainment,Interplay Entertainment,Unreleased,"May 4, 1997","February 27, 1997",
778,Love Quest,C-Lab,Tokuma Shoten,"March 17, 1995",Unreleased,Unreleased,
779,Lucky Luke,Infogrames,Infogrames,Unreleased,Unreleased,"October 27, 1997",
780,Lufia & the Fortress of Doom•Estpolis DenkiJP,Neverland,Taito,"June 25, 1993",December 1993,Unreleased,
781,Lufia II: Rise of the Sinistrals•LufiaEU•Estpolis Denki IIJP,Neverland,Natsume,"February 24, 1995","August 31, 1996",1997,
782,Lupin III: Densetsu no Hihō o Oe!,Pop House/SAS Sakata,Epoch Co.,"December 27, 1994",Unreleased,Unreleased,
783,M.A.C.S. Basic Rifle Marksmanship,Sculptured Software,,Unreleased,1993,Unreleased,
784,Madden NFL '94•NFL Pro Football '94JP,Visual Concepts,Electronic Arts,"December 24, 1993","November 19, 1993",1994,
785,Madden NFL '95,Visual Concepts,Electronic Arts,Unreleased,November 1994,1994,
786,Madden NFL '96,Tiburon Entertainment,Electronic Arts,Unreleased,"November 10, 1995",Unreleased,
787,Madden NFL 97,Tiburon Entertainment,Electronic Arts,Unreleased,October 1996,Unreleased,
788,Madden NFL 98,Electronic Arts,THQ,Unreleased,"November 2, 1997",Unreleased,
789,Madou Monogatari: Hanamaru Daiyouchienji,Compile,Compile,"January 12, 1996",Unreleased,Unreleased,
790,Magic Boy,Empire Software,JVC Musical Industries,Unreleased,August 1996,1996,
791,Magic Knight Rayearth,Pandora Box,Tomy,"September 29, 1995",Unreleased,Unreleased,
792,Magic Sword,Minakuchi Engineering,Capcom,"May 29, 1992","August 14, 1992","March 18, 1993",
793,Magical Drop,Data East,Data East,"October 20, 1995",Unreleased,Unreleased,
794,Magical Drop 2,Data East,Data East,"September 20, 1996",Unreleased,Unreleased,
795,The Magical Quest Starring Mickey Mouse•Mickey no Magical AdventureJP,Capcom,Capcom,"November 20, 1992","December 23, 1992","March 18, 1993",
796,Magical Pop'n,Polestar,Pack-in-Video,"March 10, 1995",Unreleased,Unreleased,
797,Magical Taruruuto-kun: Magic Adventure,Tose,Bandai,"March 28, 1992",Unreleased,Unreleased,
798,Magna Braban: Henreki no Yuusha,Lenar,ASK,"November 18, 1994",Unreleased,Unreleased,
799,Mahjong Club,Natsu System,Hect,"December 22, 1994",Unreleased,Unreleased,
800,Mahjong Gokuu Tenjiku,Chat Noir,Chat Noir,"August 19, 1994",Unreleased,Unreleased,
801,Mahjong Hanjouki,,Nichibutsu,"July 28, 1995",Unreleased,Unreleased,
802,Mahjong Sengoku Monogatari,Khaos,Yojigen,"September 23, 1994",Unreleased,Unreleased,
803,Mahjong Taikai II,,Koei,"September 30, 1994",Unreleased,Unreleased,
804,The Mahjong Touhaiden,Khaos,Video System,"April 16, 1993",Unreleased,Unreleased,
805,Mahou Poi Poi Poitto!,Metro,Takara,"August 5, 1994",Unreleased,Unreleased,
806,Mahoujin Guru Guru [ja],Tam Tam,Enix,"April 21, 1995",Unreleased,Unreleased,
807,Mahoujin Guru Guru 2,Tam Tam,Enix,"April 12, 1996",Unreleased,Unreleased,
808,Majin Tensei,Atlus,Atlus,"January 28, 1994",Unreleased,Unreleased,
809,Majin Tensei II: Spiral Nemesis,Atlus,Atlus,"February 19, 1995",Unreleased,Unreleased,
810,Majuu Ou,,KSS,"August 25, 1995",Unreleased,Unreleased,
811,Maka Maka,Office Koukan,Sigma Enterprises,"April 24, 1992",Unreleased,Unreleased,
812,Makeruna! Makendou 2: Kimero Youkai Souri,Success,Datam Polystar,"March 17, 1995",Unreleased,Unreleased,
813,Manchester United Championship Soccer•Lothar Matthäus Super SoccerGER,Krisalis Software,Ocean Software,Unreleased,Unreleased,1995,
814,Marchen Adventure Cotton 100%,Success,Datam Polystar,"April 22, 1994",Unreleased,Unreleased,
815,Mario & Wario,Game Freak,Nintendo,"August 27, 1993",Cancelled,Unreleased,
816,Mario is Missing!,The Software Toolworks,The Software Toolworks,Unreleased,June 1993,September 1993,
817,Mario no Super Picross,,Nintendo,"September 14, 1995",Unreleased,Unreleased,
818,Mario Paint,Nintendo,Nintendo,"July 14, 1992","August 1, 1992","December 10, 1992",
819,Mario's Early Years! Fun with Letters,The Software Toolworks,The Software Toolworks,Unreleased,September 1994,Unreleased,
820,Mario's Early Years! Fun with Numbers,The Software Toolworks,The Software Toolworks,Unreleased,October 1994,Unreleased,
821,Mario's Early Years! Preschool Fun,The Software Toolworks,Mindscape,Unreleased,November 1994,Unreleased,
822,Mario's Time Machine,The Software Toolworks,The Software Toolworks,Unreleased,December 1993,1993,
823,Mark Davis' The Fishing Master•Oomono Black Bass Fishing: Jinzouko HenJP,Natsume,Natsume,"June 30, 1995",April 1996,Unreleased,
824,Marko's Magic Football,Domark,Acclaim Entertainment,Unreleased,Unreleased,1995,
825,Marmalade Boy,Kuusou Kagaku,Bandai,"April 21, 1995",Unreleased,Unreleased,
826,Marvel Super Heroes: War of the Gems,Capcom,Capcom,"October 18, 1996",November 1996,1996,
827,Marvelous: Mouhitotsu no Takarajima,Nintendo R&D2,Nintendo,"October 26, 1996",Unreleased,Unreleased,
828,Mary Shelley's Frankenstein,Bits Studios,Sony Imagesoft,Unreleased,November 1994,Unreleased,
829,The Mask,Black Pearl Software,Black Pearl Software,"December 27, 1996",October 1995,"October 26, 1995",
830,Maten Densetsu: Senritsu no Ooparts,Thinking Rabbit,Takara,"October 27, 1995",Unreleased,Unreleased,
831,Math Blaster: Episode 1,Western Technologies,Davidson & Associates,Unreleased,October 1994,Unreleased,
832,Matsukata Hiroki no Super Trawling,Atelier Double,Tonkin House,"August 25, 1995",Unreleased,Unreleased,
833,Matsumura Kunihiro Den: Saikyou no Rekishi o Nurikaero!,Office Koukan,Shouei,"August 26, 1994",Unreleased,Unreleased,
834,Maui Mallard in Cold Shadow•Donald in Maui MallardEU,Eurocom Entertainment Software,Nintendo,"December 20, 1996",January 1997,"November 28, 1996",
835,Mazinger Z,Winkysoft,Bandai,"June 25, 1993",Unreleased,Unreleased,
836,Mecarobot Golf•Serizawa Nobuo no Birdie TryJP,Toho,Toho,"December 4, 1992",September 1993,Unreleased,
837,MechWarrior•BattleTechJP,Beam Software,Activision,"February 26, 1993",May 1993,1993,
838,MechWarrior 3050•BattleTech 3050JP,Tiburon Entertainment,Activision,"February 23, 1996",October 1995,1995,
839,Mega Lo Mania•Mega-Lo-Mania: Jikū DaisenryakuJP,Sensible Software,Virgin Interactive,"July 23, 1993",Unreleased,"December 31, 1994",
840,Mega Man 7•Rockman 7: Shukumei no Taiketsu!JP,Capcom,Capcom (JP/NA)Laguna GmbH (EU),"March 24, 1995","September 30, 1995","November 20, 1995",
841,Mega Man Soccer•Rockman's SoccerJP,Sun L,Capcom,"February 17, 1994","April 2, 1994",Unreleased,
842,Mega Man X †•Rockman XJP,Capcom,Capcom (JP/NA)Nintendo (EU),"December 17, 1993","January 19, 1994","May 1, 1994",
843,Mega Man X2•Rockman X2JP,Capcom,Capcom (JP/NA)Laguna GmbH (EU),"December 16, 1994","January 6, 1995","October 18, 1995",
844,Mega Man X3 †•Rockman X3JP,Minakuchi Engineering,Capcom (JP/NA)Laguna GmbH (EU),"December 1, 1995","January 4, 1996","May 15, 1996",
845,Melfand Stories,Sting Entertainment,ASCII,"March 25, 1994",Unreleased,Unreleased,
846,Metal Combat: Falcon's Revenge,Intelligent Systems,Nintendo,Unreleased,December 1993,1994,
847,Metal Marines•MilitiaJP,Namco,Namco (JP/NA)Mindscape (EU),"November 18, 1994",December 1993,1994,
848,Metal Max 2,Crea-Tech / Data East,Data East,"March 5, 1993",Unreleased,Unreleased,
849,Metal Max Returns,Crea-Tech / Data East,Data East,"September 29, 1995",Unreleased,Unreleased,
850,Metal Morph,Origin Systems,FCI,Unreleased,December 1994,Unreleased,
851,Metal Slader Glory: Director's Cut,HAL Laboratory,Nintendo,"November 29, 2000",Unreleased,Unreleased,
852,Metal Warriors,LucasArts,Konami,Unreleased,April 1995,Unreleased,
853,Michael Andretti's Indy Car Challenge,Genki,Bullet-Proof Software,"January 20, 1994",September 1994,Unreleased,
854,Michael Jordan: Chaos in the Windy City,Electronic Arts,Electronic Arts,Unreleased,"November 21, 1994","March 11, 1995",
855,Mickey Mania•Mickey Mania: The Timeless Adventures of Mickey MouseJP,Traveller's Tales,Sony Imagesoft,"March 31, 1995","October 1, 1994",December 1994,
856,Mickey no Tokyo Disneyland Daibōken,Graphic Research,Tomy,"December 16, 1994",Unreleased,Unreleased,
857,Mickey to Donald: Magical Adventure 3,Capcom,Capcom,"December 8, 1995",Unreleased,Unreleased,
858,Mickey's Ultimate Challenge,Designer Software,Hi Tech Expressions,Unreleased,February 1994,Unreleased,
859,Micro Machines,Codemasters,Ocean Software,Unreleased,December 1994,1994,
860,Micro Machines 2: Turbo Tournament,Codemasters,Ocean Software,Unreleased,Unreleased,"February 22, 1996",
861,Might and Magic II: Gates to Another World•Might and Magic: Book IIJP,New World Computing,Elite Systems,"January 22, 1993",Cancelled,1993,
862,Might and Magic III: Isles of Terra,Iguana Entertainment,FCI,Unreleased,January 1995,Unreleased,
863,Mighty Morphin Power Rangers,Natsume,Bandai,"November 25, 1995","November 23, 1994",November 1994,
864,Mighty Morphin Power Rangers: The Movie,Natsume,Bandai,Unreleased,July 1995,1995,
865,Mighty Morphin Power Rangers: The Fighting Edition,Natsume,Bandai,Unreleased,September 1995,1995,
866,Milandra,Tomcat System,ASCII Entertainment,"January 31, 1997",Unreleased,Unreleased,
867,Mini Yonku Let's & Go!!: Power WGP 2,Jupiter,Nintendo,"December 4, 1998",Unreleased,Unreleased,
868,Mini Yonku Shining Scorpion: Let's & Go!!,KID,ASCII,"December 20, 1996",Unreleased,Unreleased,
869,Miracle Casino Paradise,,Carrozzeria,"January 27, 1995",Unreleased,Unreleased,
870,Miracle Girls,Now Production,Takara,"October 22, 1993",Unreleased,Unreleased,
871,Miracle Piano,The Software Toolworks,The Software Toolworks,Unreleased,"December 31, 1991",Unreleased,
872,Miyaji Shachou no Pachinko Fan: Shouri Sengen 2,,Planning Office Wada,"April 21, 1995",Unreleased,Unreleased,
873,Mizuki Shigeru no Youkai Hyakkiyakou,,KSS,"December 20, 1995",Unreleased,Unreleased,
874,MLBPA Baseball•Fighting BaseballJP,Visual Concepts,EA Sports,"August 11, 1995",March 1994,Unreleased,
875,Mohawk & Headphone Jack,Black Pearl Software,Black Pearl Software (NA)THQ (EU),Unreleased,August 1996,"March 27, 1997",
876,Momotarou Dentetsu Happy,Make,Hudson Soft,"December 6, 1996",Unreleased,Unreleased,
877,Monopoly,Sculptured Software,Parker Brothers,Unreleased,"September 1, 1992",Unreleased,
878,Monopoly (Japanese game),Tomy,Tomy,"March 5, 1993",Unreleased,Unreleased,
879,Monopoly 2,Tonka,Tomy,"March 31, 1995",Unreleased,Unreleased,
880,Monstania,Bits Laboratory,Pack-In-Video,"September 27, 1996",Unreleased,Unreleased,
881,Monster Maker III: Hikari no Majutsushi,,SOFEL,"December 24, 1993",Unreleased,Unreleased,
882,Monster Maker Kids: Ousama ni Naritai,,SOFEL,"November 18, 1994",Unreleased,Unreleased,
883,Mortal Kombat,Sculptured Software,Acclaim Entertainment,"December 24, 1993","September 13, 1993","October 28, 1993",
884,Mortal Kombat II,Sculptured Software,Acclaim Entertainment,"November 11, 1994","September 9, 1994",1994,
885,Mortal Kombat 3,Sculptured Software,Williams Entertainment,Unreleased,"October 13, 1995","October 20, 1995",
886,Mōryō Senki MADARA 2,Konami,Konami,"July 16, 1993",Unreleased,Unreleased,
887,Motoko-chan no Wonder Kitchen,Ajinomoto,Ajinomoto,"September 1, 1993",Unreleased,Unreleased,
888,Motteke Oh! Dorobou,,Data East,"December 15, 1995",Unreleased,Unreleased,
889,Mountain Bike Rally•Cannondale CupNov. 1994,Radical Entertainment,American Softworks (1994)Life Fitness Entertainment (1995),Unreleased,February 1995,Unreleased,
890,Mr. Do!,C-Lab,Black Pearl Software,"June 23, 1995","December 1, 1996","March 27, 1997",
891,Mr. Nutz,Ocean Software,Ocean Software,"October 7, 1994",August 1994,1993,
892,Ms. Pac-Man,Digital Eclipse Software,Williams Entertainment,Unreleased,"September 1, 1996",1996,
893,Mujintou Monogatari,Open Sesame,KSS,"January 26, 1996",Unreleased,Unreleased,
894,Multi Play Volleyball,Mebio Software,Pack-In-Video,"October 28, 1994",Unreleased,Unreleased,
895,Musya•Gousou Jinrai Densetsu MusyaJP,Jorudan,SETA,"April 21, 1992","December 31, 1992",Unreleased,
896,Mystery Circle,Sammy Studios,K Amusement Leasing,"December 4, 1992",Unreleased,Unreleased,
897,Mystic Ark,Produce,Enix,"July 14, 1995",Unreleased,Unreleased,
898,Nage Libre: Seijaku no Suishin,,Varie,"February 24, 1995",Unreleased,Unreleased,
899,Nakajima Satoru F-1 Hero '94,,Varie,"September 22, 1994",Unreleased,Unreleased,
900,Nakano Koichi Kanshuu: Keirin-Ou,C-Lab,Coconuts Japan,"November 18, 1994",Unreleased,Unreleased,
901,Naki no Ryū: Mahjong Hishō-den,,IGS,"December 25, 1992",Unreleased,Unreleased,
902,Namco Open,Tose,Namco,"January 29, 1993",Unreleased,Unreleased,
903,Nankoku Shōnen Papuwa-kun,Daft,Enix,"March 25, 1994",Unreleased,Unreleased,
904,Naruhodo! The World,,Tomy,"November 25, 1994",Unreleased,Unreleased,
905,Natsuki Crisis Battle,Tose,Angle,"April 21, 1995",Unreleased,Unreleased,
906,Natsume Championship Wrestling,Natsume,Natsume,Unreleased,June 1994,Unreleased,
907,NBA All-Star Challenge,Beam Software,LJN,"May 21, 1993","December 31, 1992",1993,
908,NBA Give 'n Go•NBA Jikkyou Basket: Winning DunkJP,Konami,Konami,"September 29, 1995",November 1995,1995,
909,NBA Hangtime,Funcom,Midway Games,Unreleased,November 1996,1996,
910,NBA Jam,Iguana Entertainment,Acclaim Entertainment,"April 29, 1994","March 4, 1994",1994,
911,NBA Jam Tournament Edition †,Iguana Entertainment,Acclaim Entertainment,"February 24, 1995","February 23, 1995","May 23, 1995",
912,NBA Live 95,Electronic Arts,EA Sports,"December 16, 1994",October 1994,1994,
913,NBA Live 96,Electronic Arts,EA Sports,Unreleased,October 1995,"November 23, 1995",
914,NBA Live 97,Electronic Arts,EA Sports,Unreleased,December 1996,1996,
915,NBA Live 98,EA Sports / Tiertex,THQ,Unreleased,November 1997,Unreleased,
916,NBA Showdown•NBA Pro Basketball '94: Bulls vs SunsJP,Electronic Arts,EA Sports,"December 3, 1993",October 1993,Unreleased,
917,NCAA Basketball•World League BasketballEU•Super Dunk ShotJP,Sculptured Software,HAL Laboratory / Nintendo,"June 19, 1992","October 1, 1992","July 22, 1993",
918,NCAA Final Four Basketball,Bitmasters,Mindscape,Unreleased,February 1995,Unreleased,
919,NCAA Football,The Software Toolworks,Mindscape,Unreleased,October 1994,Unreleased,
920,Nekketsu Tairiku Burning Heroes [ja],J-Force,Enix,"March 17, 1995",Unreleased,Unreleased,
921,Neugier: Umi to Kaze no Kodō•The Journey Home: Quest for the ThroneNA,Wolf Team,Telenet Japan,"March 26, 1993",Cancelled,Unreleased,
922,New Yatterman: Nandai Kandai Yajirobee,Tom Create,Yutaka,"March 22, 1996",Unreleased,Unreleased,
923,New Mobile Report Gundam Wing: Endless Duel,,Bandai,"March 29, 1996",Unreleased,Unreleased,
924,Newman/Haas IndyCar featuring Nigel Mansell•Nigel Mansell Indy CarJP,Gremlin Interactive,Acclaim Entertainment,"December 16, 1994",November 1994,"December 8, 1994",
925,NFL Football,Park Place Productions,Konami,"September 17, 1993",July 1993,1993,
926,NFL Quarterback Club,Iguana Entertainment,LJN,"February 24, 1995",December 1994,April 1995,
927,NFL Quarterback Club 96,Iguana Entertainment,Acclaim Entertainment,March 1996,November 1995,1995,
928,NHL '94•NHL Pro Hockey '94JP,Electronic Arts,EA Sports,"April 8, 1994",October 1993,"March 31, 1994",
929,NHL 95,Visual Concepts / High Score Productions,EA Sports,Unreleased,November 1994,"December 8, 1994",
930,NHL 96,High Score Productions / Tiburon Entertainment,EA Sports,Unreleased,September 1995,"October 26, 1995",
931,NHL 97,Black Pearl Software,EA Sports,Unreleased,"October 31, 1996","November 28, 1996",
932,NHL 98,THQ,EA Sports,Unreleased,"October 23, 1997",Unreleased,
933,NHL Stanley Cup•Super HockeyEU,Sculptured Software,Nintendo,Unreleased,November 1993,1993,
934,NHLPA Hockey '93,Electronic Arts,EA Sports,Unreleased,"December 31, 1992","April 5, 1993",
935,Nice de Shot,Magical Company,ASK,"April 29, 1994",Unreleased,Unreleased,
936,Nichibutsu Arcade Classics,Syscom,Nichibutsu,"May 26, 1995",Unreleased,Unreleased,
937,Nichibutsu Arcade Classics 2: Heiankyo Alien,Syscom,Nichibutsu,"December 15, 1995",Unreleased,Unreleased,
938,Nichibutsu Collection 1,,Nichibutsu,"November 29, 1996",Unreleased,Unreleased,
939,Nichibutsu Collection 2,,Nichibutsu,"December 27, 1996",Unreleased,Unreleased,
940,Nickelodeon Guts,Viacom New Media,Viacom New Media,Unreleased,November 1994,Unreleased,
941,Nigel Mansell's World Championship Racing•Nigel Mansell's World ChampionshipEU•Nigel Mansell's F-1 ChallengeJP,Gremlin Interactive,GameTek,"March 19, 1993",July 1993,"December 16, 1993",
942,Ninja Gaiden Trilogy•Ninja Ryuukenden TomoeJP,Tecmo,Tecmo,"August 11, 1995","August 10, 1995",Unreleased,
943,Ninja Warriors•Ninja Warriors: The New GenerationEU•The Ninja Warriors AgainJP,Natsume,Taito,"January 28, 1994","February 15, 1994",April 1995,
944,Nintama Rantarou,,Culture Brain,"July 28, 1995",Unreleased,Unreleased,
945,Nintama Rantarou: Ninjutsu Gakuen Puzzle Taikai no Dan,,Culture Brain,"June 28, 1996",Unreleased,Unreleased,
946,Nintama Rantarou 2,,Culture Brain,"March 29, 1996",Unreleased,Unreleased,
947,Nintama Rantarou 3,,Culture Brain,"February 28, 1997",Unreleased,Unreleased,
948,Nintama Rantarou Special,,Culture Brain,"August 9, 1996",Unreleased,Unreleased,
949,Nishijin Pachinko Monogatari,,KSS,"June 23, 1995",Unreleased,Unreleased,
950,Nishijin Pachinko Monogatari 2,Soft Machine,KSS,"June 28, 1996",Unreleased,Unreleased,
951,Nishijin Pachinko Monogatari 3,Soft Machine,KSS,"December 20, 1996",Unreleased,Unreleased,
952,No Escape,Bits Studios,Sony Imagesoft,Unreleased,November 1994,Unreleased,
953,Nobunaga Kouki,,Yanoman,"January 29, 1993",Unreleased,Unreleased,
954,Nobunaga no Yabou: Haouden,,Koei,"December 9, 1993",Unreleased,Unreleased,
955,Nobunaga no Yabou: Tenshouki,,Koei,"January 26, 1996",Unreleased,Unreleased,
956,Nobunaga's Ambition•Nobunaga no Yabou: ZenkokubanJP,Koei,Koei,"August 5, 1993",December 1993,Unreleased,
957,Nobunaga's Ambition: Lord of Darkness•Super Nobunaga no Yabou: Bushou Fuu'unrokuJP,Koei,Koei,"December 21, 1991",October 1994,Unreleased,
958,Nomark Baku Haitou: Shijou Saikyou no Jakushi Tatsu,,Angel,"September 29, 1995",Unreleased,Unreleased,
959,Nolan Ryan's Baseball•Super StadiumJP,Romstar,Romstar,"July 2, 1991","February 28, 1992",Unreleased,
960,Nontan to Issho: Kurukuru Puzzle,Game Freak,Victor Interactive Software,"November 25, 1994",Unreleased,Unreleased,
961,Nosferatu,SETA,SETA,"October 7, 1994",October 1995,Unreleased,
962,Numbers Paradise,ISCO,Acclaim Japan,"August 30, 1996",Unreleased,Unreleased,
963,Obitus,Psygnosis,Bullet-Proof Software,Unreleased,September 1994,Unreleased,
964,Ochan no Oekaki Logic,Game Studio,Sunsoft,"December 1, 1995",Unreleased,Unreleased,
965,Oda Nobunaga: Haou no Gundan,Tose,Angel,"February 26, 1993",Unreleased,Unreleased,
966,Oekaki Logic,,Sekaibunka Publishing,"June 1, 1999",Unreleased,Unreleased,
967,Oekaki Logic 2,,Sekaibunka Publishing,"November 1, 1999",Unreleased,Unreleased,
968,Ogre Battle: The March of the Black Queen•Densetsu no Ogre BattleJP,Quest,Enix,"March 12, 1993","May 15, 1995",Unreleased,
969,Olympic Summer Games,Black Pearl Software / Tiertex,U.S. Gold,Unreleased,June 1996,"June 27, 1996",
970,Okamoto Ayako to Match Play Golf,C.P. Brain,Tsukuda Original,"December 21, 1994",Unreleased,Unreleased,
971,Olivia's Mystery,,Altron,"February 4, 1994",Unreleased,Unreleased,
972,On the Ball•CameltryJP,Taito,Taito,"June 26, 1992","November 1, 1992",1992,
973,Ongaku Tsukuuru: Kanadeeru,Success,ASCII,"April 12, 1996",Unreleased,Unreleased,
974,Onita Atsushi FMW,Marionette,Pony Canyon,"August 6, 1993",Unreleased,Unreleased,
975,Onizuka Katsuya Super Virtual Boxing,Sting Entertainment,SOFEL,"November 26, 1993",Unreleased,Unreleased,
976,Operation Europe: Path to Victory 1939–1945•Europa SensenJP,Koei,Koei,"January 16, 1993",June 1994,Unreleased,
977,Operation Logic Bomb•Ikari no YousaiJP,Jaleco,Jaleco,"April 23, 1993",September 1993,1993,
978,Operation Thunderbolt,Aisystem Tokyo,Taito,Unreleased,October 1994,Unreleased,
979,Oraga Land Shusai: Best Farmer Shuukaku-Sai,Graphic Research,Vic Tokai,"March 17, 1995",Unreleased,Unreleased,
980,Oscar,Flair Software,Titus Software,Unreleased,October 1996,December 1996,
981,Ossu!! Karatebu,Culture Brain,Culture Brain,"August 26, 1994",Unreleased,Unreleased,
982,Othello World,Dice,Tsukuda Original,"April 5, 1992",Unreleased,Unreleased,
983,Otoboke Ninja Colosseum,Mint,Intec,"February 25, 1995",Unreleased,Unreleased,
984,Otogirisou,Chunsoft,Chunsoft,"March 7, 1992",Unreleased,Unreleased,
985,Out of This World•Another WorldEU•Outer WorldJP,Delphine Software International,Interplay Entertainment,"November 27, 1992","November 1, 1992",1992,
986,Out to Lunch,Mindscape,Mindscape,Unreleased,November 1993,September 1993,
987,Outlander,Mindscape,Mindscape,Unreleased,April 1993,1993,
988,Ōzumō Spirit,,Takara,"December 11, 1992",Unreleased,Unreleased,
989,P.T.O.: Pacific Theater of Operations•Teitoku no KetsudanJP,Koei,Koei,"September 24, 1992","September 24, 1992",September 1993,
990,P.T.O. II: Pacific Theater of Operations•Teitoku no Ketsudan IIJP,Koei,Koei,"February 17, 1995",December 1995,Unreleased,
991,Pac-Attack,Namco,Namco,Unreleased,October 1993,1993,
992,Pac-In-Time,Kalisto Entertainment,Namco,"January 3, 1995",January 1995,December 1994,
993,Pac-Man 2: The New Adventures•Hello! Pac-ManJP,Namco,Namco (JP/NA)Nintendo (EU),"August 26, 1994",September 1994,1994,
994,Pachi-Slot Kanzen Kouryaku: Universal Shindai Nyuuka Volume 1,,Syscom,"March 7, 1997",Unreleased,Unreleased,
995,Pachi-Slot Kenkyuu,,Magical Company,"July 15, 1994",Unreleased,Unreleased,
996,Pachi-Slot Land,I.S.C.,Carrozzeria,"February 25, 1994",Unreleased,Unreleased,
997,Pachi-Slot Love Story,,Coconuts Japan,"November 19, 1993",Unreleased,Unreleased,
998,Pachi-Slot Monogatari: Paru Kougyou Special,KAZe,KSS,"October 27, 1995",Unreleased,Unreleased,
999,Pachi-Slot Monogatari: Universal Special,KAZe,KSS,"July 29, 1994",Unreleased,Unreleased,
1000,Pachi-Slot Shoubushi,Nihon Bussan,Nihon Bussan,"December 23, 1994",Unreleased,Unreleased,
1001,Pachinko Challenger,,Carozzeria,"July 7, 1995",Unreleased,Unreleased,
1002,Pachinko Fan: Shouri Sengen,,Planning Office Wada,"October 15, 1994",Unreleased,Unreleased,
1003,Pachinko Hi Hisshouhou,Jorudan,VAP,"November 18, 1994",Unreleased,Unreleased,
1004,Pachinko Monogatari: Pachi-Slot mo Aru deyo!!,KAZe,KSS,"May 28, 1993",Unreleased,Unreleased,
1005,Pachinko Monogatari 2: Nagoya Shachihoko no Teiou,KAZe,KSS,"January 27, 1995",Unreleased,Unreleased,
1006,Pachinko Renchan Tengoku: Super CR Special,Jorudan,VAP,"May 26, 1995",Unreleased,Unreleased,
1007,Pachinko Tetsujin: Shichiban Shoubu,Graphic Research,Daikoku,"July 7, 1995",Unreleased,Unreleased,
1008,Pachinko Wars,OeRSTED,Coconuts Japan,"July 17, 1992",Unreleased,Unreleased,
1009,Pachinko Wars II,OeRSTED,Coconuts Japan,"December 17, 1993",Unreleased,Unreleased,
1010,Pachiokun Special,Marioette,Coconuts Japan,"December 11, 1992",Unreleased,Unreleased,
1011,Pachiokun Special 2,Marioette,Coconuts Japan,"May 20, 1994",Unreleased,Unreleased,
1012,Pachiokun Special 3,Marioette,Coconuts Japan,"December 1, 1995",Unreleased,Unreleased,
1013,Packy and Marlon,Wave Quest,Raya Systems,Unreleased,June 1995,Unreleased,
1014,The Pagemaster,Probe Entertainment,Fox Interactive,Unreleased,November 1994,May 1995,
1015,Paladin's Quest•Lennus: Kodai Kikai no KiokuJP,Asmik Ace Entertainment,Enix,"November 13, 1992",October 1993,Unreleased,
1016,Panic in Nakayoshi World,Tom Create,Bandai,"November 18, 1994",Unreleased,Unreleased,
1017,Paperboy 2,Eastridge Technology,Mindscape,Unreleased,"November 1, 1991",1992,
1018,Parlor! Mini: Pachinko Jikki Simulation Game,,Nippon Telenet,"April 26, 1996",Unreleased,Unreleased,
1019,Parlor! Mini 2: Pachinko Jikki Simulation Game,,Nippon Telenet,"June 28, 1996",Unreleased,Unreleased,
1020,Parlor! Mini 3: Pachinko Jikki Simulation Game,,Nippon Telenet,"September 27, 1996",Unreleased,Unreleased,
1021,Parlor! Mini 4: Pachinko Jikki Simulation Game,,Nippon Telenet,"November 29, 1996",Unreleased,Unreleased,
1022,Parlor! Mini 5: Pachinko Jikki Simulation Game,,Nippon Telenet,"March 28, 1997",Unreleased,Unreleased,
1023,Parlor! Mini 6: Pachinko Jikki Simulation Game,,Nippon Telenet,"May 30, 1997",Unreleased,Unreleased,
1024,Parlor! Mini 7: Pachinko Jikki Simulation Game,,Nippon Telenet,"August 29, 1997",Unreleased,Unreleased,
