11,5,['pain-', 'piti-', 'power-', 'remorse-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-less', '-lessly', '-lessness']
11,5,['pain-', 'purpose-', 'rest-', 'shame-', 'soul-', 'tact-', 'taste-', 'thank-', 'thought-', 'tune-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly']
9,5,['ba-', 'ca-', 'fa-', 'fi-', 'ma-', 'pa-', 'si-', 'ta-', 'to-'],['-ll', '-n', '-r', '-re', '-t']
9,5,['objec-', 'obstruc-', 'posi-', 'produc-', 'protec-', 'restric-', 'secre-', 'sugges-', 'transi-'],['-t', '-tion', '-tive', '-tively', '-tiveness']
8,6,['pain-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly', '-lessness']
8,5,['a-', 'ba-', 'ca-', 'i-', 'ma-', 'pa-', 'ta-', 'we-'],['-d', '-ll', '-n', '-re', '-t']
8,5,['b-', 'c-', 'f-', 'm-', 'p-', 'sc-', 'sp-', 't-'],['-an', '-ar', '-are', '-at', '-ore']
8,5,['ba-', 'bu-', 'pi-', 'pu-', 'sha-', 'sta-', 'ta-', 'wi-'],['-ck', '-g', '-ll', '-nk', '-t']
8,5,['ba-', 'ca-', 'fa-', 'ma-', 'pu-', 'spi-', 'ta-', 'to-'],['-ke', '-ll', '-n', '-re', '-t']
8,5,['ba-', 'ha-', 'pu-', 'sha-', 'si-', 'sta-', 'ta-', 'wi-'],['-ck', '-ll', '-nk', '-re', '-t']
8,5,['ba-', 'ma-', 'pa-', 'pu-', 'si-', 'ta-', 'to-', 'we-'],['-ll', '-n', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'qui-', 'sha-', 'squa-', 'ta-', 'we-'],['-d', '-ll', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'sca-', 'si-', 'spa-', 'ta-', 'to-'],['-n', '-r', '-re', '-t', '-tter']
8,5,['ba-', 'pi-', 'pu-', 'ra-', 'sa-', 'sha-', 'sta-', 'ta-'],['-ck', '-g', '-ke', '-nk', '-t']
8,5,['fi-', 'ma-', 'pu-', 'sha-', 'sta-', 'ta-', 'to-', 'wi-'],['-g', '-le', '-ll', '-re', '-t']
8,5,['neutr-', 'norm-', 'ration-', 're-', 'sentiment-', 'speci-', 'trivi-', 'vit-'],['-al', '-ality', '-alization', '-alize', '-ally']
8,5,['neutra-', 'norma-', 'rationa-', 'rea-', 'sentimenta-', 'specia-', 'trivia-', 'vita-'],['-l', '-lity', '-lization', '-lize', '-lly']
8,5,['push-', 'rac-', 'read-', 'show-', 'sneak-', 'speed-', 'tast-', 'wear-'],['-er', '-ily', '-iness', '-ing', '-y']
7,6,['b-', 'f-', 's-', 'sh-', 'sp-', 't-', 'w-'],['-ake', '-ear', '-ell', '-ill', '-in', '-ore']
7,6,['b-', 'l-', 's-', 'sh-', 'sn-', 'st-', 't-'],['-ack', '-ag', '-ake', '-ore', '-ow', '-uck']
7,6,['l-', 'r-', 's-', 'sh-', 'sl-', 'sn-', 't-'],['-ack', '-ag', '-ake', '-ip', '-ot', '-ow']
7,5,['a-', 'ca-', 'ha-', 'ma-', 'pa-', 'qui-', 'ta-'],['-d', '-ll', '-re', '-rt', '-t']
5,6,['h-', 'p-', 'r-', 'sl-', 't-'],['-ack', '-ang', '-at', '-ip', '-ug', '-ush']
5,6,['h-', 'p-', 'r-', 'sn-', 't-'],['-ack', '-ail', '-are', '-ip', '-ub', '-ug']
5,6,['h-', 'p-', 'r-', 't-', 'w-'],['-ad', '-ail', '-are', '-eal', '-ear', '-ill']
5,6,['h-', 'p-', 's-', 'sh-', 'sl-'],['-ack', '-at', '-ave', '-ay', '-ip', '-op']
5,6,['h-', 'p-', 's-', 'sh-', 'w-'],['-ad', '-ale', '-ave', '-ay', '-ear', '-ill']
5,6,['h-', 'p-', 's-', 'sl-', 't-'],['-ack', '-acker', '-ang', '-at', '-ip', '-op']
5,6,['h-', 'p-', 's-', 't-', 'tr-'],['-ack', '-acker', '-ail', '-eat', '-ill', '-ip']
5,6,['h-', 'p-', 's-', 't-', 'w-'],['-ad', '-ail', '-ale', '-eal', '-ear', '-ill']
5,6,['h-', 'p-', 'sh-', 'st-', 'w-'],['-ale', '-all', '-are', '-ave', '-ay', '-ill']
5,6,['h-', 'p-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-all', '-are', '-ear', '-ill']
5,6,['h-', 'pl-', 'r-', 's-', 'sl-'],['-at', '-ate', '-ay', '-ot', '-ow', '-um']
5,6,['h-', 'pl-', 's-', 'sl-', 'st-'],['-at', '-ate', '-ay', '-op', '-ow', '-unk']
5,6,['h-', 'r-', 's-', 'sh-', 'sp-'],['-ank', '-at', '-ay', '-ear', '-ill', '-ot']
5,6,['h-', 'r-', 's-', 'sh-', 'tr-'],['-ack', '-ay', '-ill', '-ip', '-ot', '-ow']
5,6,['h-', 'r-', 's-', 'sh-', 'w-'],['-ad', '-ave', '-ay', '-ear', '-ill', '-ow']
5,6,['h-', 'r-', 's-', 't-', 'tr-'],['-ack', '-ail', '-ill', '-ip', '-ot', '-ow']
5,6,['h-', 'r-', 's-', 't-', 'y-'],['-ack', '-ang', '-ank', '-ear', '-ip', '-ow']
5,6,['h-', 'r-', 'sh-', 't-', 'tr-'],['-ack', '-am', '-ill', '-ip', '-ot', '-ow']
5,6,['h-', 'r-', 'sh-', 't-', 'y-'],['-ack', '-am', '-ank', '-ear', '-ip', '-ow']
5,6,['h-', 'r-', 'sl-', 'sn-', 't-'],['-ack', '-ide', '-ip', '-ot', '-ow', '-ug']
5,6,['h-', 's-', 'sh-', 'sl-', 'st-'],['-ack', '-at', '-ave', '-ay', '-op', '-ow']
5,6,['h-', 's-', 'sh-', 'sl-', 't-'],['-ack', '-at', '-ip', '-op', '-ot', '-ow']
5,6,['h-', 's-', 'sh-', 'sp-', 't-'],['-ank', '-at', '-ear', '-ill', '-ire', '-ot']
5,6,['h-', 's-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-ear', '-ill', '-ire', '-ow']
5,6,['h-', 'sc-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-are', '-arp', '-orn', '-ow']
5,6,['ha-', 'ma-', 'pa-', 'po-', 'wa-'],['-d', '-le', '-ll', '-re', '-rt', '-st']
5,6,['ha-', 'ma-', 'pa-', 'so-', 'sta-'],['-le', '-re', '-rry', '-rt', '-t', '-y']
5,6,['ha-', 'ma-', 'pa-', 'so-', 'to-'],['-il', '-le', '-re', '-rt', '-t', '-y']
5,6,['ha-', 'ma-', 'pa-', 'so-', 'wa-'],['-d', '-il', '-le', '-re', '-rt', '-y']
5,6,['ha-', 'ma-', 'pa-', 'sta-', 'ta-'],['-le', '-ll', '-re', '-rry', '-rt', '-t']
5,6,['ha-', 'ma-', 'pa-', 'ta-', 'to-'],['-il', '-le', '-ll', '-re', '-rt', '-t']
5,6,['ha-', 'ma-', 'pa-', 'ta-', 'wa-'],['-d', '-il', '-le', '-ll', '-re', '-rt']
5,6,['ha-', 'ma-', 'pa-', 'to-', 'wa-'],['-il', '-le', '-ll', '-re', '-rt', '-y']
5,6,['ha-', 'mo-', 'ra-', 'sha-', 'ta-'],['-ck', '-d', '-m', '-nk', '-re', '-t']
5,6,['ha-', 'mo-', 'sha-', 'sta-', 'wi-'],['-ck', '-le', '-nk', '-re', '-t', '-ve']
5,6,['ha-', 'pa-', 'pi-', 'sti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-ng', '-tch']
5,6,['ha-', 'pa-', 'pi-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-ng', '-t']
5,6,['ha-', 'pa-', 'pu-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-re', '-t']
5,6,['ha-', 'pa-', 'ra-', 'ro-', 'sa-'],['-ck', '-d', '-il', '-t', '-te', '-ve']
5,6,['ha-', 'pa-', 'ra-', 'sa-', 'sla-'],['-ck', '-ng', '-t', '-te', '-ve', '-y']
5,6,['ha-', 'pa-', 'ra-', 'sa-', 'so-'],['-ck', '-d', '-il', '-ng', '-t', '-y']
5,6,['ha-', 'pa-', 'ra-', 'so-', 'ta-'],['-ck', '-d', '-il', '-ng', '-re', '-t']
5,6,['ha-', 'pa-', 'ro-', 'sa-', 'ta-'],['-ck', '-cker', '-d', '-il', '-le', '-t']
5,6,['ha-', 'pa-', 'sa-', 'so-', 'ta-'],['-ck', '-d', '-il', '-le', '-ng', '-t']
5,6,['ha-', 'pa-', 'sha-', 'sta-', 'wi-'],['-ck', '-le', '-ll', '-re', '-t', '-ve']
5,6,['ha-', 'pa-', 'so-', 'sta-', 'ta-'],['-ck', '-le', '-re', '-rry', '-rt', '-t']
5,6,['ha-', 'pa-', 'so-', 'ta-', 'to-'],['-il', '-le', '-ng', '-re', '-rt', '-t']
5,6,['ha-', 'pa-', 'ta-', 'ti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-ng', '-re']
5,6,['ha-', 'pi-', 'pu-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-nk', '-t']
5,6,['ha-', 'pi-', 'sa-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ng', '-nk', '-t']
5,6,['ha-', 'pi-', 'sti-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-ng', '-nk']
5,6,['l-', 'm-', 'p-', 'r-', 's-'],['-ad', '-aid', '-ap', '-ate', '-ay', '-ock']
5,6,['l-', 'm-', 'p-', 's-', 'st-'],['-aid', '-ate', '-ay', '-et', '-ock', '-ore']
5,6,['l-', 'm-', 'r-', 's-', 'sh-'],['-ad', '-ag', '-ake', '-ay', '-ock', '-ot']
5,6,['l-', 'm-', 'r-', 's-', 'st-'],['-ag', '-aid', '-ake', '-ate', '-ay', '-ock']
5,6,['l-', 'm-', 'r-', 's-', 't-'],['-ad', '-ag', '-ake', '-ap', '-ight', '-ot']
5,6,['l-', 'm-', 'r-', 'sl-', 'sn-'],['-ag', '-ake', '-ap', '-ob', '-ot', '-ug']
5,6,['l-', 'm-', 's-', 'sh-', 't-'],['-ad', '-ag', '-ake', '-ine', '-ore', '-ot']
5,6,['l-', 'm-', 's-', 't-', 'w-'],['-ad', '-ag', '-ake', '-ax', '-ight', '-ore']
5,6,['l-', 'p-', 'r-', 's-', 'sh-'],['-ack', '-ad', '-ay', '-ip', '-ock', '-ower']
5,6,['l-', 'p-', 'r-', 's-', 'w-'],['-ad', '-ay', '-end', '-ent', '-ick', '-ink']
5,6,['l-', 'p-', 'r-', 'sh-', 't-'],['-ack', '-ad', '-atter', '-ip', '-ower', '-ush']
5,6,['l-', 'p-', 'r-', 'sl-', 't-'],['-ack', '-ap', '-ick', '-ip', '-ug', '-ush']
5,6,['l-', 'p-', 's-', 't-', 'w-'],['-ad', '-ee', '-end', '-ent', '-ick', '-ore']
5,6,['l-', 'p-', 's-', 't-', 'y-'],['-ack', '-ap', '-ea', '-ip', '-ore', '-uck']
5,6,['l-', 'pl-', 'r-', 's-', 'sl-'],['-ate', '-ay', '-ight', '-ot', '-ow', '-ump']
5,6,['l-', 'r-', 's-', 'sh-', 'st-'],['-ack', '-ag', '-ake', '-ay', '-ock', '-ow']
5,6,['l-', 's-', 'sn-', 't-', 'tr-'],['-ack', '-ap', '-ip', '-ot', '-ow', '-uck']
5,6,['l-', 's-', 'sn-', 't-', 'y-'],['-ack', '-ap', '-ip', '-ore', '-ow', '-uck']
5,6,['la-', 'li-', 'po-', 'ra-', 'ta-'],['-ck', '-d', '-ke', '-mp', '-p', '-tter']
5,6,['la-', 'ra-', 'sa-', 'sla-', 'to-'],['-g', '-ke', '-p', '-te', '-w', '-y']
5,6,['li-', 'mo-', 'pa-', 'ra-', 'sa-'],['-ck', '-d', '-p', '-t', '-ve', '-ving']
5,6,['li-', 'mo-', 'ra-', 'sa-', 'sha-'],['-ck', '-d', '-nk', '-t', '-ve', '-ving']
5,6,['li-', 'mo-', 'ro-', 'sa-', 'sha-'],['-ck', '-d', '-t', '-ve', '-ver', '-ving']
5,6,['li-', 'pa-', 'ra-', 'ro-', 'sa-'],['-ck', '-d', '-t', '-te', '-ve', '-ving']
5,6,['lu-', 'pu-', 'ra-', 'sta-', 'wi-'],['-ck', '-g', '-mp', '-nch', '-re', '-sh']
5,6,['m-', 'p-', 'r-', 's-', 'sh-'],['-ad', '-at', '-ay', '-ill', '-ock', '-od']
5,6,['m-', 'p-', 'r-', 'st-', 't-'],['-are', '-at', '-eal', '-ile', '-ill', '-ole']
5,6,['m-', 'p-', 'r-', 'st-', 'w-'],['-ain', '-are', '-ay', '-eal', '-ile', '-ill']
5,6,['m-', 'p-', 's-', 'sh-', 'sw-'],['-at', '-ay', '-ill', '-ine', '-op', '-ore']
5,6,['m-', 'p-', 's-', 'st-', 'w-'],['-ale', '-ay', '-eal', '-et', '-ill', '-ore']
5,6,['m-', 'p-', 's-', 'st-', 'wh-'],['-ale', '-at', '-eal', '-et', '-ole', '-ore']
5,6,['m-', 'p-', 's-', 't-', 'w-'],['-ad', '-ail', '-ale', '-eal', '-ill', '-ore']
5,6,['m-', 'p-', 's-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-et', '-ine', '-ole']
5,6,['m-', 'p-', 'sc-', 'sh-', 't-'],['-ad', '-ale', '-are', '-at', '-atter', '-ore']
5,6,['m-', 'p-', 'sc-', 't-', 'w-'],['-ad', '-ale', '-an', '-ar', '-are', '-ore']
5,6,['m-', 'p-', 'sh-', 'sp-', 'sw-'],['-at', '-atter', '-ay', '-ill', '-ine', '-ore']
5,6,['m-', 'p-', 'sh-', 'sp-', 't-'],['-are', '-at', '-atter', '-ill', '-ine', '-ore']
5,6,['m-', 'p-', 'sh-', 'st-', 'w-'],['-ale', '-all', '-are', '-ay', '-ill', '-ore']
5,6,['m-', 'p-', 'sh-', 'sw-', 't-'],['-at', '-atter', '-ill', '-ine', '-op', '-ore']
5,6,['m-', 'p-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-all', '-are', '-ill', '-ore']
5,6,['m-', 'p-', 'sp-', 'sw-', 't-'],['-an', '-at', '-atter', '-ill', '-ine', '-ore']
5,6,['m-', 'p-', 'st-', 't-', 'wh-'],['-ale', '-at', '-eal', '-ile', '-ole', '-ore']
5,6,['m-', 'p-', 'st-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-et', '-ile', '-ole']
5,6,['m-', 'p-', 't-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-ile', '-ine', '-ole']
5,6,['m-', 'pl-', 'r-', 's-', 'sl-'],['-at', '-ate', '-ay', '-ight', '-ot', '-um']
5,6,['m-', 'r-', 's-', 'sh-', 'st-'],['-ag', '-ake', '-at', '-ay', '-ill', '-ock']
5,6,['m-', 'r-', 's-', 'sh-', 't-'],['-ad', '-ag', '-ake', '-at', '-ill', '-ot']
5,6,['m-', 'r-', 's-', 'sl-', 't-'],['-ag', '-ake', '-ap', '-at', '-ight', '-ot']
5,6,['m-', 'r-', 's-', 'st-', 't-'],['-ag', '-ake', '-at', '-eal', '-ill', '-ole']
5,6,['m-', 'r-', 'sh-', 'sp-', 't-'],['-ake', '-are', '-at', '-atter', '-ill', '-ot']
5,6,['m-', 'r-', 'sh-', 'st-', 'w-'],['-ag', '-ake', '-are', '-ay', '-ill', '-ove']
5,6,['m-', 'r-', 'st-', 't-', 'w-'],['-ag', '-ake', '-are', '-eal', '-ile', '-ill']
5,6,['m-', 's-', 'sh-', 'sp-', 't-'],['-ake', '-at', '-ill', '-ine', '-ore', '-ot']
5,6,['m-', 's-', 'sh-', 'st-', 'w-'],['-ag', '-ake', '-ale', '-ay', '-ill', '-ore']
5,6,['m-', 's-', 'sh-', 'sw-', 't-'],['-ag', '-at', '-ill', '-ine', '-op', '-ore']
5,6,['m-', 's-', 'sh-', 't-', 'w-'],['-ad', '-ag', '-ake', '-ale', '-ill', '-ore']
5,6,['m-', 's-', 'st-', 't-', 'w-'],['-ag', '-ake', '-ale', '-eal', '-ill', '-ore']
5,6,['ma-', 'mi-', 'po-', 'ta-', 'wa-'],['-d', '-ke', '-le', '-ll', '-ster', '-x']
5,6,['ma-', 'o-', 'pa-', 'ta-', 'to-'],['-il', '-le', '-n', '-r', '-re', '-tter']
5,6,['ma-', 'pa-', 'po-', 'qui-', 'ta-'],['-d', '-ll', '-p', '-re', '-rt', '-tter']
5,6,['ma-', 'pa-', 'po-', 'ta-', 'to-'],['-le', '-ll', '-p', '-re', '-rt', '-tter']
5,6,['ma-', 'pa-', 'qui-', 'si-', 'to-'],['-ll', '-p', '-re', '-t', '-te', '-tter']
5,6,['ma-', 'pa-', 'qui-', 'ski-', 'ta-'],['-d', '-ll', '-p', '-rt', '-t', '-tter']
5,6,['ma-', 'pa-', 'qui-', 'ta-', 'to-'],['-ll', '-p', '-re', '-rt', '-t', '-tter']
5,6,['ma-', 'pa-', 'ra-', 'si-', 'to-'],['-n', '-p', '-re', '-t', '-te', '-tter']
5,6,['ma-', 'pa-', 'ra-', 'so-', 'to-'],['-il', '-n', '-p', '-re', '-t', '-y']
5,6,['ma-', 'pa-', 'ra-', 'spa-', 'to-'],['-n', '-re', '-t', '-te', '-tter', '-y']
5,6,['ma-', 'pa-', 'ra-', 'ta-', 'to-'],['-il', '-n', '-p', '-re', '-t', '-tter']
5,6,['ma-', 'pa-', 'sca-', 'ta-', 'to-'],['-le', '-n', '-r', '-re', '-t', '-tter']
5,6,['ma-', 'pa-', 'ski-', 'ta-', 'to-'],['-ll', '-n', '-p', '-rt', '-t', '-tter']
5,6,['ma-', 'pa-', 'so-', 'ta-', 'wa-'],['-d', '-il', '-le', '-n', '-re', '-rt']
5,6,['ma-', 'pa-', 'so-', 'to-', 'wa-'],['-il', '-le', '-n', '-re', '-rt', '-y']
5,6,['ma-', 'pa-', 'sta-', 'to-', 'wa-'],['-le', '-ll', '-r', '-re', '-rt', '-y']
5,6,['ma-', 'pi-', 'pu-', 'ti-', 'to-'],['-ke', '-le', '-ll', '-n', '-ny', '-p']
5,6,['ma-', 'pi-', 'pu-', 'to-', 'wi-'],['-g', '-le', '-ll', '-n', '-ny', '-t']
5,6,['ma-', 'pu-', 'ta-', 'to-', 'wa-'],['-g', '-ke', '-le', '-ll', '-n', '-re']
5,6,['ma-', 'ra-', 'sa-', 'sla-', 'to-'],['-g', '-ke', '-p', '-t', '-te', '-y']
5,6,['ma-', 'sha-', 'sta-', 'to-', 'wa-'],['-g', '-ke', '-le', '-ll', '-re', '-y']
5,6,['mo-', 'pa-', 'ro-', 'sa-', 'sha-'],['-ck', '-d', '-le', '-t', '-ve', '-ving']
5,6,['n-', 'p-', 'r-', 's-', 'tr-'],['-ail', '-ap', '-ay', '-ick', '-ip', '-od']
5,6,['n-', 'r-', 's-', 'sh-', 't-'],['-ear', '-ip', '-ipper', '-ot', '-ow', '-un']
5,6,['n-', 'r-', 's-', 'sh-', 'tr-'],['-ay', '-ip', '-ipper', '-od', '-ot', '-ow']
5,6,['n-', 'r-', 's-', 'sn-', 't-'],['-ail', '-ap', '-ip', '-ot', '-ow', '-ub']
5,6,['neutr-', 'plur-', 'ration-', 're-', 'sentiment-'],['-al', '-alism', '-alist', '-ality', '-alization', '-alize']
5,6,['neutr-', 'ration-', 're-', 'sentiment-', 'soci-'],['-al', '-alism', '-alist', '-alization', '-alize', '-ally']
5,6,['neutr-', 'ration-', 're-', 'sentiment-', 'speci-'],['-al', '-alist', '-ality', '-alization', '-alize', '-ally']
5,6,['neutra-', 'plura-', 'rationa-', 'rea-', 'sentimenta-'],['-l', '-lism', '-list', '-lity', '-lization', '-lize']
5,6,['neutra-', 'rationa-', 'rea-', 'sentimenta-', 'socia-'],['-l', '-lism', '-list', '-lization', '-lize', '-lly']
5,6,['neutra-', 'rationa-', 'rea-', 'sentimenta-', 'specia-'],['-l', '-list', '-lity', '-lization', '-lize', '-lly']
5,6,['p-', 'pl-', 's-', 'sl-', 'st-'],['-at', '-ate', '-ay', '-op', '-ump', '-unk']
5,6,['p-', 'qu-', 'r-', 's-', 't-'],['-ack', '-ad', '-ail', '-ick', '-ill', '-ip']
5,6,['p-', 'qu-', 'r-', 's-', 'tr-'],['-ack', '-ail', '-ay', '-ick', '-ill', '-ip']
5,6,['p-', 'r-', 's-', 'sl-', 'th-'],['-at', '-aw', '-ick', '-ing', '-ink', '-ump']
5,6,['p-', 'r-', 's-', 'sl-', 'w-'],['-ave', '-ay', '-eek', '-ick', '-ing', '-ink']
5,6,['p-', 'r-', 's-', 'sp-', 't-'],['-at', '-ear', '-end', '-ent', '-ill', '-un']
5,6,['p-', 'r-', 's-', 'st-', 'th-'],['-at', '-ick', '-ing', '-ink', '-ole', '-ump']
5,6,['p-', 'r-', 'sh-', 'sp-', 'st-'],['-are', '-at', '-ay', '-ill', '-out', '-un']
5,6,['p-', 'r-', 'sh-', 'st-', 't-'],['-ack', '-are', '-at', '-ill', '-out', '-un']
5,6,['p-', 'r-', 'sl-', 'st-', 'w-'],['-ain', '-ave', '-ay', '-ick', '-ing', '-ink']
5,6,['p-', 'r-', 'st-', 't-', 'w-'],['-are', '-eal', '-ick', '-ile', '-ill', '-ing']
5,6,['p-', 'r-', 't-', 'v-', 'w-'],['-an', '-eal', '-end', '-ent', '-est', '-ile']
5,6,['p-', 's-', 'sh-', 'sp-', 'st-'],['-at', '-ay', '-ew', '-ill', '-ore', '-un']
5,6,['p-', 's-', 'sh-', 'sp-', 'sw-'],['-at', '-ay', '-ear', '-ill', '-ine', '-ore']
5,6,['p-', 's-', 'sh-', 'sp-', 'w-'],['-ay', '-ear', '-ill', '-in', '-ore', '-ort']
5,6,['p-', 's-', 'sh-', 'st-', 'sw-'],['-at', '-ay', '-eep', '-ill', '-op', '-ore']
5,6,['p-', 's-', 'sh-', 'st-', 'w-'],['-ale', '-ave', '-ay', '-eep', '-ill', '-ore']
5,6,['p-', 's-', 'sh-', 'sw-', 't-'],['-at', '-ear', '-ill', '-ine', '-op', '-ore']
5,6,['p-', 's-', 'sh-', 't-', 'wh-'],['-ack', '-ale', '-at', '-ine', '-ip', '-ore']
5,6,['p-', 's-', 'sh-', 't-', 'y-'],['-ack', '-ear', '-in', '-ip', '-ore', '-uck']
5,6,['p-', 's-', 'sl-', 'st-', 'th-'],['-at', '-ew', '-ick', '-ing', '-ink', '-ump']
5,6,['p-', 's-', 'st-', 't-', 'w-'],['-ale', '-eal', '-ick', '-ill', '-ing', '-ore']
5,6,['p-', 's-', 'st-', 't-', 'wh-'],['-ack', '-ale', '-at', '-eal', '-ole', '-ore']
5,6,['p-', 'sc-', 'sh-', 'st-', 't-'],['-ale', '-are', '-at', '-one', '-ore', '-out']
5,6,['p-', 'sh-', 'sp-', 'st-', 't-'],['-are', '-at', '-ill', '-ore', '-out', '-un']
5,6,['p-', 'sh-', 'sp-', 'sw-', 't-'],['-at', '-atter', '-ear', '-ill', '-ine', '-ore']
5,6,['pa-', 'pi-', 'pu-', 'ta-', 'ti-'],['-ck', '-cker', '-le', '-ll', '-n', '-p']
5,6,['pa-', 'pi-', 'pu-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-n', '-t']
5,6,['pa-', 'pi-', 'ro-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-per', '-t']
5,6,['pa-', 'pi-', 'ta-', 'ti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-n', '-ng']
5,6,['pa-', 'po-', 'pu-', 'ta-', 'ti-'],['-ck', '-le', '-ll', '-p', '-re', '-tter']
5,6,['pa-', 'pu-', 'qui-', 'si-', 'ta-'],['-ck', '-ll', '-p', '-re', '-t', '-tter']
5,6,['pa-', 'pu-', 'ra-', 'si-', 'ta-'],['-ck', '-n', '-p', '-re', '-t', '-tter']
5,6,['pa-', 'pu-', 'si-', 'ta-', 'ti-'],['-ck', '-ll', '-n', '-p', '-re', '-tter']
5,6,['pa-', 'pu-', 'ta-', 'ti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-n', '-re']
5,6,['pa-', 'qui-', 'sho-', 'so-', 'ta-'],['-ck', '-d', '-p', '-re', '-rt', '-t']
5,6,['pa-', 'ra-', 'sa-', 'sla-', 'so-'],['-ck', '-ng', '-p', '-t', '-w', '-y']
5,6,['pa-', 'ra-', 'sa-', 'sla-', 'to-'],['-ng', '-p', '-t', '-te', '-w', '-y']
5,6,['pa-', 'ra-', 'sa-', 'so-', 'ta-'],['-ck', '-d', '-il', '-ng', '-p', '-t']
5,6,['pa-', 'ra-', 'sa-', 'so-', 'to-'],['-il', '-ng', '-p', '-t', '-w', '-y']
5,6,['pa-', 'ra-', 'si-', 'so-', 'ta-'],['-ck', '-n', '-ng', '-p', '-re', '-t']
5,6,['pa-', 'ra-', 'si-', 'ta-', 'ti-'],['-ck', '-n', '-ng', '-p', '-re', '-tter']
5,6,['pa-', 'ra-', 'si-', 'ta-', 'to-'],['-n', '-ng', '-p', '-re', '-t', '-tter']
5,6,['pa-', 'ra-', 'so-', 'ta-', 'to-'],['-il', '-n', '-ng', '-p', '-re', '-t']
5,6,['pa-', 'si-', 'ta-', 'ti-', 'to-'],['-ll', '-n', '-ng', '-p', '-re', '-tter']
5,6,['pi-', 'pu-', 'ra-', 'sa-', 'ta-'],['-ck', '-g', '-ke', '-nk', '-p', '-t']
5,6,['pi-', 'pu-', 'sa-', 'sla-', 'ta-'],['-ck', '-cker', '-g', '-ke', '-p', '-t']
5,6,['pi-', 'pu-', 'sa-', 'ta-', 'wi-'],['-ck', '-cker', '-g', '-le', '-nk', '-t']
5,6,['pi-', 'ra-', 'sa-', 'sla-', 'ta-'],['-ck', '-g', '-ke', '-ng', '-p', '-t']
5,6,['pi-', 'ri-', 'sha-', 'ta-', 'wi-'],['-ck', '-g', '-le', '-ll', '-nk', '-pe']
5,6,['pi-', 'sa-', 'sha-', 'ta-', 'wi-'],['-ck', '-g', '-le', '-llow', '-nk', '-t']
5,6,['pl-', 'r-', 's-', 'sl-', 'st-'],['-ash', '-at', '-ate', '-ay', '-ow', '-ump']
5,6,['pl-', 'r-', 's-', 'sl-', 'tr-'],['-ash', '-ay', '-ot', '-ough', '-ow', '-ump']
5,6,['po-', 'pu-', 'sha-', 'ta-', 'ti-'],['-ck', '-ke', '-le', '-ll', '-re', '-tter']
5,6,['pu-', 'ra-', 'sta-', 'ta-', 'wi-'],['-ck', '-g', '-mp', '-nk', '-re', '-t']
5,6,['purpos-', 'sham-', 'tast-', 'tun-', 'us-'],['-e', '-eful', '-efully', '-efulness', '-eless', '-elessly']
5,6,['qu-', 's-', 'sh-', 't-', 'w-'],['-ad', '-ake', '-een', '-ell', '-ill', '-ire']
5,6,['r-', 's-', 'sh-', 'sl-', 'tr-'],['-ack', '-ay', '-ip', '-ipper', '-ot', '-ow']
5,6,['r-', 's-', 'sh-', 'sp-', 'st-'],['-ake', '-ank', '-at', '-ay', '-ill', '-un']
5,6,['r-', 's-', 'sh-', 'st-', 'w-'],['-ag', '-ake', '-ave', '-ay', '-ill', '-ow']
5,6,['r-', 's-', 'sh-', 't-', 'tr-'],['-ack', '-ill', '-ip', '-ipper', '-ot', '-ow']
5,6,['r-', 's-', 'sl-', 'st-', 'sw-'],['-ag', '-ash', '-at', '-ay', '-ing', '-ung']
5,6,['r-', 's-', 'sl-', 'st-', 'tr-'],['-ack', '-ash', '-ay', '-ick', '-ow', '-ump']
5,6,['r-', 's-', 'sn-', 't-', 'tr-'],['-ack', '-ail', '-ap', '-ip', '-ot', '-ow']
5,6,['r-', 'sh-', 'sl-', 't-', 'tr-'],['-ack', '-am', '-ip', '-ipper', '-ot', '-ow']
